Bus,p,q,v_mag_pu,v_mag_pu_set,v_ang,mismatch,time_s
10,-100.5566512495602,-23.0,1.0053426177918934,,0.03216250251077621,222.8466151263848,2100.0
11,0.0,0.0,0.9904039659184992,,0.14992014437492304,254.2225922167009,2100.0
12,0.0,0.0,0.9894539790941173,,0.1383955668966136,227.1432624745279,2100.0
13,69.8968467951164,23.025575368500995,1.0,,0.18357832117257314,1.3358203432289883e-12,2100.0
14,-91.95785409348632,48.78750152081775,1.0,,0.2273364595575436,3.410605131648481e-13,2100.0
15,115.90995405061997,40.57826463757878,1.0,,0.4272783654075536,2.830802259268239e-11,2100.0
16,144.74405220681118,13.937490647347595,1.0,,0.3372994973525688,2.5579538487363607e-13,2100.0
17,0.0,0.0,0.9998480925224963,,0.40945247994840134,9.094947017729282e-13,2100.0
18,-18.623666505920255,2.920758281211774,1.0,,0.43670927512499796,7.105427357601002e-13,2100.0
19,-90.20190432837667,-18.0,0.9964516127864472,,0.2934272733786878,4.831690603168681e-13,2100.0
2,-30.316666406705778,37.02421258253371,1.0,,-0.0008244673158439746,9.694023361817017e-12,2100.0
20,-65.09348824001471,-13.0,0.998057930927353,,0.27336376950785607,3.552713678800501e-13,2100.0
21,294.0,-52.66383909115521,1.0,,0.46387089828140377,7.247535904753022e-13,2100.0
22,150.0,-29.505243488376045,1.0,,0.5050362883253405,8.526512829121202e-14,2100.0
23,200.0,-6.026008578430492,1.0,,0.26950206868359217,1.1368683772161603e-13,2100.0
24,0.0,0.0,0.974169372484769,,0.3172248269894614,207.69080583056171,2100.0
25,0.13219572861420975,-0.04406515790558974,1.0,,-0.0369033827508181,7.710221350265556e-12,2100.0
3,-90.01148270300101,-19.0,0.9715877607619113,,0.13247281278762696,206.63877929519776,2100.0
4,-74.26465550689896,-15.0,0.9644676506244423,,-0.01737331177991178,1.6115109247039072e-11,2100.0
5,-70.98851888501638,-14.0,0.9882224315026125,,-0.013750652830492897,7.94386778579792e-12,2100.0
6,-67.88362554548056,-14.0,1.0188897253999418,,-0.009066234973427657,7.219114195322618e-12,2100.0
7,2.0633238375388245,28.84729509293592,1.0,,-0.036904539683037564,2.195519515164835,2100.0
8,-85.27916741200045,-18.0,0.9815315395419527,,-0.03338842556152504,85.27916741200045,2100.0
9,-175.77781748223398,-36.0,0.9711266470656852,,0.049905547513476985,172.18846131089762,2100.0
1,16.313450334298977,-112.89081995030529,1.0,,0.0,8.384404281969182e-13,2400.0
10,-100.17859651257564,-23.0,1.0053703955001527,,0.031997621957412056,222.47727266258494,2400.0
11,0.0,0.0,0.9904362716118343,,0.14960990015324105,253.767988376119,2400.0
12,0.0,0.0,0.9894947974443674,,0.1380880300631287,226.69539711044186,2400.0
13,69.07720075463939,22.952548209101593,1.0,,0.18309672992589215,1.5916157281026244e-12,2400.0
14,-92.17457745360237,48.74264450754721,1.0,,0.22698515188641125,5.684341886080801e-13,2400.0
15,115.70558659862974,40.553220404597326,1.0,,0.4269594329292567,2.9189095585024916e-11,2400.0
16,144.99842063554928,13.945371424074992,1.0,,0.3369950806381833,5.684341886080802e-14,2400.0
17,0.0,0.0,0.9998475512728248,,0.40916501173852926,3.126388037344441e-13,2400.0
18,-18.449984692011128,2.9015723860448333,1.0,,0.4364315617734255,2.2737367544323206e-13,2400.0
19,-90.15747659253226,-18.0,0.9964491804563258,,0.29307880329169195,2.4158453015843406e-13,2400.0
2,-30.06886860526528,36.82268238360459,1.0,,-0.0008206219879434293,1.1546763545311478e-11,2400.0
20,-65.31699142808918,-13.0,0.9980547345474132,,0.2729684281864056,3.694822225952521e-13,2400.0
21,294.0,-52.662239833428444,1.0,,0.46357910630901483,8.526512829121202e-14,2400.0
22,150.0,-29.504882518744054,1.0,,0.5047461879372073,1.9184653865522705e-13,2400.0
23,200.0,-6.04143879571,1.0,,0.26910551390565013,6.465938895416912e-13,2400.0
24,0.0,0.0,0.9741918678905417,,0.3169525032173106,207.60592763525318,2400.0
25,0.1612037608911014,-0.05373446061956296,1.0,,-0.037259285591650794,1.3142764654361372e-11,2400.0
3,-90.11208096558451,-19.0,0.971615998249426,,0.13228625210699335,206.55482077014554,2400.0
4,-74.12600288330691,-15.0,0.964528738531736,,-0.01730619899479479,1.5980106127244653e-11,2400.0
5,-71.27999888908425,-14.0,0.9881994827008485,,-0.013959136682905637,7.936762358440319e-12,2400.0
6,-67.90149067044581,-14.0,1.0189199123166566,,-0.009206432134697835,7.403855306620244e-12,2400.0
7,1.8593348411436708,28.87704332096714,1.0,,-0.03726069639227911,2.0205385262391435,2400.0
8,-85.26623519179171,-18.0,0.981547907877569,,-0.033632569524387895,85.26623519179171,2400.0
9,-175.06605341980077,-36.0,0.9711891301801829,,0.049859104097862664,171.49224015352257,2400.0
1,17.228168752996282,-113.25024319539921,1.0,,0.0,8.100187187665142e-13,2700.0
10,-100.27916426427997,-23.0,1.0053146579791408,,0.031757035703105056,222.79337261359782,2700.0
11,0.0,0.0,0.9904097295089969,,0.14953228382619738,254.05354481486177,2700.0
12,0.0,0.0,0.9894605014481305,,0.13801645152776842,226.99468753833563,2700.0
13,69.74806679657016,23.009907879504922,1.0,,0.1831551688315911,1.4779288903810084e-12,2700.0
14,-92.12504431688645,48.794610596061844,1.0,,0.22690737462871366,0.0,2700.0
15,115.51002185380682,40.582615358745315,1.0,,0.42682220763633577,2.759747985692229e-11,2700.0
16,144.8185167205185,13.95651002862396,1.0,,0.3368983748268247,9.379164112033322e-13,2700.0
17,0.0,0.0,0.9998472185199253,,0.40907964399017627,1.9895196601282805e-13,2700.0
18,-18.249088282555647,2.87571468793296,1.0,,0.436353521972999,2.842170943040401e-14,2700.0
19,-90.14302167893732,-18.0,0.9964504610744251,,0.2930082618070962,7.531752999057062e-13,2700.0
2,-30.3848342342544,37.18759225359348,1.0,,-0.0008305435541210807,1.0348832901740934e-11,2700.0
20,-65.30496941308874,-13.0,0.9980554569573005,,0.2729175633499945,7.389644451905042e-13,2700.0
21,294.0,-52.65968583072764,1.0,,0.46348116213990853,1.0444978215673473e-12,2700.0
22,150.0,-29.505005135383243,1.0,,0.5046531739049958,1.7053025658242404e-13,2700.0
23,200.0,-6.01963546070656,1.0,,0.2690640243896698,4.973799150320701e-13,2700.0
24,0.0,0.0,0.9741889015315706,,0.316823396899548,207.5912510161099,2700.0
25,0.17660801265500609,-0.05886918591775081,1.0,,-0.037549433443266854,3.406719351062293e-13,2700.0
3,-90.10813642211838,-19.0,0.9716035561975359,,0.1321676397786801,206.54027830388304,2700.0
4,-74.24292156494346,-15.0,0.9644874922245206,,-0.01747915097016013,1.5980106127244653e-11,2700.0
5,-71.50335894013448,-14.0,0.988144437153053,,-0.014177849740277155,8.171241461241152e-12,2700.0
6,-68.30848197516697,-14.0,1.018806400318083,,-0.009529050171377389,6.920686246303376e-12,2700.0
7,1.9412028143837645,28.932423153275806,1.0,,-0.037550979056646075,2.117810736049899,2700.0
8,-85.50034167742474,-18.0,0.9815013756573837,,-0.033974891376134964,85.50034167742474,2700.0
9,-175.2356949296316,-36.0,0.9711513990229469,,0.049684658132637984,171.61457001604379,2700.0
1,16.780076134408546,-113.2395332699457,1.0,,0.0,8.384404281969182e-13,3000.0
10,-100.40542516783974,-23.0,1.005366247842851,,0.031855357888871505,222.45600858536574,3000.0
11,0.0,0.0,0.9904322215109118,,0.14938537659363008,253.72769064777043,3000.0
12,0.0,0.0,0.9894867672705074,,0.13788456815593317,226.703468565557,3000.0
13,69.1105856918812,22.9760724906298,1.0,,0.18289270429278864,1.2505552149377763e-12,3000.0
14,-92.33619918872893,48.7743204240722,1.0,,0.22672451917218725,4.547473508864641e-13,3000.0
15,115.92744326398642,40.5258445755264,1.0,,0.4268579019809524,2.864908310584724e-11,3000.0
16,144.73491419236592,13.991910779528148,1.0,,0.33676543417252525,2.8421709430404007e-13,3000.0
17,0.0,0.0,0.999845930331476,,0.40898109886263956,2.2737367544323206e-13,3000.0
18,-18.44126465508478,2.9205394620106153,1.0,,0.4362696153222259,2.2737367544323206e-12,3000.0
19,-90.12600742719513,-18.0,0.9964509666718959,,0.2928719328257714,1.2789769243681803e-13,3000.0
2,-30.374867577284093,37.109318814020696,1.0,,-0.0008294556809107581,1.1979084391100514e-11,3000.0
20,-65.23344758628743,-13.0,0.9980562048982684,,0.27277492433270256,9.805489753489383e-13,3000.0
21,294.0,-52.6659381656343,1.0,,0.46343610740079466,8.313350008393172e-13,3000.0
22,150.0,-29.501929654093196,1.0,,0.5045871286745152,4.263256414560601e-14,3000.0
23,200.0,-6.044702270059446,1.0,,0.26891019420183976,7.318590178329032e-13,3000.0
24,0.0,0.0,0.9741953320197415,,0.31686056522510175,207.5884759595014,3000.0
25,0.1392399225658366,-0.04641321327224891,1.0,,-0.03711182532507437,6.449590861379306e-12,3000.0
3,-89.96937469943079,-19.0,0.9716188713823241,,0.13221121265312413,206.53755392710207,3000.0
4,-74.25674559840819,-15.0,0.9644893618296465,,-0.017542323117718913,1.602273869139026e-11,3000.0
5,-70.9259422279424,-14.0,0.9882448829228596,,-0.013872931927024393,7.901235221652314e-12,3000.0
6,-67.97556675692596,-14.0,1.0189094939800403,,-0.009348224178154507,7.23332505003782e-12,3000.0
7,1.9202925545133454,28.80565489183049,1.0,,-0.03711304390567974,2.0595324205272867,3000.0
8,-84.94437631066606,-18.0,0.9815805845004661,,-0.033519805148798404,84.94437631066606,3000.0
9,-175.61970805564926,-36.0,0.9711576273277517,,0.04958092891302827,171.85690717390074,3000.0
1,16.63343642961712,-113.04809828484417,1.0,,0.0,8.384404281969182e-13,3300.0
10,-100.35024799778915,-23.0,1.0053555598457011,,0.031882815889051674,222.60914566878148,3300.0
11,0.0,0.0,0.9904303451253553,,0.14954429234789202,253.87598812672243,3300.0
12,0.0,0.0,0.9894806813103615,,0.1380734678156196,226.92008965568328,3300.0
13,69.88242841973397,22.904204915876008,1.0,,0.18320780177754487,1.7337242752546445e-12,3300.0
14,-92.31911612696557,48.74127140479172,1.0,,0.22680903767873078,3.979039320256561e-13,3300.0
15,115.4020522686065,40.55719671642993,1.0,,0.42668141183587627,2.751221472863108e-11,3300.0
16,144.5574871706983,13.962653989567755,1.0,,0.33677274647402006,1.4210854715202004e-13,3300.0
17,0.0,0.0,0.9998473187170883,,0.40895139929066004,4.689582056016661e-13,3300.0
18,-18.2280362193913,2.871316517658517,1.0,,0.4362242247066046,1.1652900866465643e-12,3300.0
19,-90.20867567521789,-18.0,0.9964523092412707,,0.29293146907843615,7.531752999057062e-13,3300.0
2,-30.104448582348198,36.93570232749017,1.0,,-0.0008240447924414314,1.655853232307436e-11,3300.0
20,-65.16602863762847,-13.0,0.9980577806894243,,0.27289599303747847,1.4424017535930034e-12,3300.0
21,294.0,-52.65909595059172,1.0,,0.4633481130934202,1.2789769243681803e-12,3300.0
22,150.0,-29.50526664246398,1.0,,0.5045220100385691,1.2079226507921703e-13,3300.0
23,200.0,-6.077193128712523,1.0,,0.2690573831951844,1.4424017535930034e-12,3300.0
24,0.0,0.0,0.974204911285387,,0.31671899253227953,207.52500036762862,3300.0
25,0.10810798340450133,-0.03603593763288059,1.0,,-0.037650117066831384,9.329467753893539e-12,3300.0
3,-90.13143795905862,-19.0,0.9716216922649578,,0.13212919307997595,206.47473953575638,3300.0
